Rightsholder,Post URL,Platform,Account,Date,Format,Account Type,Sponsor,Placement,Start Timestamp,Stop Timestamp,Comments,Shares,Duration,Clarity,Size of Sponsor,Placement of Sponsor,Prominence,Visibility,30 Second Cost,Media Broadcast URL
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:08:28,1:08:30,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:08:36,1:08:37,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:08:47,1:08:49,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:09:01,1:09:02,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:09:35,1:09:36,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:09:47,1:09:48,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:10:00,1:10:03,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:12:23,1:12:25,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:12:31,1:12:32,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:13:00,1:13:01,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:13:10,1:13:13,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:13:37,1:13:42,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:13:53,1:13:54,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:16:51,1:16:56,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:17:07,1:17:10,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:20:29,1:20:31,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:22:09,1:22:22,,,13,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:22:33,1:22:36,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:23:41,1:23:45,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:24:21,1:24:25,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:25:19,1:25:23,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:26:39,1:26:46,,,7,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:29:13,1:29:27,,,14,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:30:25,1:30:28,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:30:34,1:30:36,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:30:57,1:30:58,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:31:11,1:31:14,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:31:53,1:31:54,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:32:01,1:32:03,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:32:08,1:32:10,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:32:20,1:32:24,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:33:12,1:33:14,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:34:40,1:34:44,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:34:50,1:34:52,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:35:08,1:35:15,,,7,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:36:52,1:36:57,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:37:07,1:37:11,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:56:13,1:56:20,,,7,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:56:47,1:56:51,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:57:01,1:57:03,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:57:54,1:57:57,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:58:02,1:58:05,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,1:58:38,1:58:39,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:01:32,2:01:33,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:01:41,2:01:43,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:02:38,2:02:42,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:02:49,2:02:54,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:03:42,2:03:47,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:04:23,2:04:27,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:04:30,2:04:32,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:04:35,2:04:49,,,14,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:04:56,2:04:59,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:05:05,2:05:08,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:05:56,2:06:00,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:06:08,2:06:13,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:06:32,2:06:36,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:07:07,2:07:20,,,13,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:07:42,2:07:43,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:07:50,2:07:52,,,2,Blurry,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:07:59,2:08:01,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:08:10,2:08:12,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:08:18,2:08:22,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:08:28,2:08:30,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:08:50,2:08:54,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:08:58,2:08:59,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:09:09,2:09:12,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:09:17,2:09:20,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:09:23,2:09:29,,,6,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:15:17,2:15:18,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:15:24,2:15:29,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:15:49,2:15:50,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:15:59,2:16:02,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:16:08,2:16:10,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:16:16,2:16:18,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:16:24,2:16:25,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:16:31,2:16:34,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:16:42,2:16:43,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:16:54,2:16:57,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:17:39,2:17:41,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:17:45,2:17:46,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:17:59,2:18:02,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:18:11,2:18:13,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:21:25,2:21:29,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:21:30,2:21:32,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:21:45,2:21:48,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:21:56,2:21:59,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:22:05,2:22:11,,,6,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:22:24,2:22:27,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:22:39,2:22:41,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:22:43,2:22:45,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:22:55,2:22:59,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:23:14,2:23:16,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:23:29,2:23:30,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:23:43,2:23:44,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:24:27,2:24:44,,,17,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:25:19,2:25:22,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:25:26,2:25:29,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:26:22,2:26:23,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:26:57,2:26:59,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:28:04,2:28:16,,,12,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:28:26,2:28:29,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:30:54,2:30:59,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:31:02,2:31:04,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:31:42,2:31:48,,,6,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:32:10,2:32:13,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:32:25,2:32:26,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:32:34,2:32:46,,,12,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Amalie Oil,Arena Ice Logo,2:32:52,2:32:55,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
